REGION,DISTRICT,SUBDIS,GHS_SUBDIS,LOCALITY,FACILITY,GHS_FACILITY,TYPE,OWNERSHIP,LATITUDE,LONGITUDE,Area,Region_202,Region_201,Code,Anemia
Eastern,Abuakwa South,Kibi,Tafo,Kibi,Kibi Municipal Hospital (Old Male Ward,Old Tafo Ahenbronum CHPS,Community Health Planning Services (CHPS) Compound,Government,6.167453,-0.555033,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Pharmacy),Kibi Government Hospital,Municipal Hospital,Government,6.167998,-0.554518,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Physiotherapy Department),Kibi Government Hospital,Municipal Hospital,Government,6.166724,-0.554788,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Security Post 2),Kibi Government Hospital,Municipal Hospital,Government,6.166171,-0.555084,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Security Post 3),Kibi Government Hospital,Municipal Hospital,Government,6.166212,-0.554573,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Security Post 4),Kibi Government Hospital,Municipal Hospital,Government,6.166198,-0.55448,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Security Posts),Kibi Government Hospital,Municipal Hospital,Government,6.167965,-0.554509,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Waste Management Department),Kibi Government Hospital,Municipal Hospital,Government,6.166807,-0.555539,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital (Waste Management),Kibi Government Hospital,Municipal Hospital,Government,6.166716,-0.555533,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital(Administration Block),Kibi Government Hospital,Municipal Hospital,Government,6.167414,-0.555005,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital(Canteen),Kibi Government Hospital,Municipal Hospital,Government,6.166955,-0.554423,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital(Old Gynecological Department),Kibi Government Hospital,Municipal Hospital,Government,6.166744,-0.554618,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Kibi,Kibi,Kibi,Kibi Municipal Hospital(Vip Ward),Kibi Government Hospital,Municipal Hospital,Government,6.167629,-0.554829,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,New Abirem,New Tafo,Kids Ward/ Adminstration,I & I Clinic,Clinic,Private,6.230832,-0.366114,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya East,,Agamah Kope,Kings And Queens,,,,6.080799,0.041439,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya East,,Agamah Kope,Kings And Queens  Teaching Hospital,,,,6.08088,0.041125,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya East,,Agamah Kope,Kings And Queens Teaching Hospital,,,,6.080738,0.041186,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,Tafo,New Tafo,Kings And Queens Teaching Hospital,Willie Kings Maternity Home,Maternity Home,Private,6.229476,-0.36979,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Old Estate,,Koforidua (Old Estate),Kingsway Clinic,,,,6.086922,-0.272517,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Berekuso,Berekuso,Kitase,Kitase Community,Kitase CHPS,Community Health Planning Services (CHPS) Compound,Government,5.814871,-0.184292,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Agogo (Eastern),,Klo-Agogo,Klo Agogo Polyclinic,,,,6.251154,-0.221978,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Danteng,Danteng,Kofi Dede,Kofi Dede Chips,Kofi Dede CHPS,Community Health Planning Services (CHPS) Compound,Government,6.61691,-0.867273,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Sabong Zongo,Danteng,Asamankese,Kofi Frepong Africa Stores,Kofi Dede CHPS,Community Health Planning Services (CHPS) Compound,Government,5.863985,-0.668014,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Kofi Pare,Kofi Pare,Kofi Pare,Kofi Pare Health Centre,Kofi Pare Health Centre,Health Centre,Government,5.953508,-0.574028,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Panpanso,,Kofisa,Kofisah Chips Clinic,,,,5.843683,-0.391083,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Agavenya,Effiduase (Eastern),Koforidua (Bonya),Koforidua Clinic,Koforidua St Joseph's Hospital,Municipal Hospital,Christian Health Association of Ghana (CHAG),6.056459,-0.237758,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Old Estate,Effiduase (Eastern),Koforidua (Old Estate),Koforidua Clinic,Koforidua St Joseph's Hospital,Municipal Hospital,Christian Health Association of Ghana (CHAG),6.088565,-0.268801,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,Effiduase (Eastern),Koforidua (Srodae),Koforidua Polyclinic,Koforidua St Joseph's Hospital,Municipal Hospital,Christian Health Association of Ghana (CHAG),6.094893,-0.257914,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Old Estate,Effiduase (Eastern),Koforidua (Nsukwao),Koforidua SDA Hospital,Koforidua St Joseph's Hospital,Municipal Hospital,Christian Health Association of Ghana (CHAG),6.096042,-0.265797,19323,Eastern,Eastern,"05",37.5
Eastern,Achiase,Anamase,Anamase,Akim Kokobeng,Kokobeng EpiCentre,Kokobeng CHPS,Community Health Planning Services (CHPS) Compound,Government,5.853464,-0.91266,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Dwarf Island,Tafo,Kokrobuta (Adamukope),Kokrobuta New Chps,New Tafo Government Hospital,District Hospital,Government,6.751942,0.114684,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Aburi,Aburi,Aburi,Kom  Health Centre,Kom  Health Centre,Health Centre,Christian Health Association of Ghana (CHAG),5.857145,-0.170319,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Aburi,Aburi,Ahwerase,Kom Clinic,Kom  Health Centre,Health Centre,Christian Health Association of Ghana (CHAG),5.856739,-0.169842,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Aburi,Aburi,Ahwerase,Kom Presby Clinic,Kom  Health Centre,Health Centre,Christian Health Association of Ghana (CHAG),5.857367,-0.170297,19323,Eastern,Eastern,"05",37.5
Eastern,Okere,Adawso,,Konko,Konko Chps,,,,6.027154,-0.197301,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Berekuso,Tinkong,Konkonuku,Konkonuru Community Clinic,Konko CHPS,Community Health Planning Services (CHPS) Compound,Government,5.81948,-0.195273,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Kukua,Kukua,Koransang Atebui (School),Koransang Health Centre,Koransang CHPS,Community Health Planning Services (CHPS) Compound,Government,6.002348,-0.307717,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Samanhyia,Samanhyia,Koranteng,Koranteng Chps Compound,Koranteng CHPS,Community Health Planning Services (CHPS) Compound,Government,7.058906,-0.162403,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Samanhyia,Samanhyia,Koranteng Krachi,Koranteng Krachi Chps Compound,Koranteng CHPS,Community Health Planning Services (CHPS) Compound,Government,7.095163,-0.191434,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Kotoso,Kotoso,Kotoso,Kotoso Clinic,Kotoso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.727764,-0.645709,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Faaso Battor,New Abirem,Kpatakidzakope,Kpataligya Chip,I & I Clinic,Clinic,Private,6.72156,-0.000659,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Dwarf Island,New Abirem,Meneykope,Kpodo Angelina Dzidedi,I & I Clinic,Clinic,Private,6.698932,0.125114,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Kpong,Agormanya,Kpong,Kpong Health Centre,Kpongunor South CHPS,Community Health Planning Services (CHPS) Compound,Government,6.164103,0.064292,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Kpong,Agormanya,Kpong Quarters,Kpong West Chps,Agbom West CHPS,Community Health Planning Services (CHPS) Compound,Government,6.153518,0.051001,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Nyanoa,Nyanoa,Krodua Station,Krodua Chps Compound,Krodua CHPS,Community Health Planning Services (CHPS) Compound,Government,5.768706,-0.603814,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Akorabo,,Bana (Kromameng),Kromameng Basic School,,,,6.038426,-0.368368,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Kade,Abenehease,Kade - Zongo,Kshts- Old Site,Old Ntronang CHPS,Community Health Planning Services (CHPS) Compound,Government,6.085816,-0.836639,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Kuano,Kuano,Kuano,Kuano Clinic,Kuano CHPS,Community Health Planning Services (CHPS) Compound,Government,6.00541,-0.53061,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Kade,Kade,Kade - Abaase,Kubease  Chips,Kubease Mega CHPS,Community Health Planning Services (CHPS) Compound,Government,6.092199,-0.838371,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Adjena Gyakiti,Adjena Gyakiti,Kudikope (Asegya),Kudi- Chpd Compound,Kudi Kope CHPS,Community Health Planning Services (CHPS) Compound,Government,6.471988,0.07355,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,Akropong (Eastern),New Abirem,Kudjo Awuttey,Dawu CHPS,Community Health Planning Services (CHPS) Compound,Government,6.334253,-0.997822,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Kukua,Kukua,Kukua,Kukua Clinic Water Tank,Kukua CHPS,Community Health Planning Services (CHPS) Compound,Government,6.000958,-0.332134,19323,Eastern,Eastern,"05",37.5
Eastern,Upper Manya Krobo,Asesewa,,Kumakuma Saisi,Kumakuma Epi Centre,,,,6.449388,-0.073086,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,Nkwateng,New Abirem,Teimuni,Kuntenase-Teimuni Chps,I & I Clinic,Clinic,Private,6.275419,-1.107622,19323,Eastern,Eastern,"05",37.5
Eastern,Denkyembuor,Takrowase,Takrowase,Kusi,Kusi Chps,Kusi CHPS,Community Health Planning Services (CHPS) Compound,Government,6.045417,-0.863165,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Dorkrochiwa,,Yaw Donkorkrom,Kwabena Agyei,,,,5.890974,-0.522863,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Adeiso,Kwabeng,Adeiso,Kwabena Aye,Kwabeng (Atiwa) Health Centre,Health Centre,Government,5.793513,-0.487658,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa West,Kwabeng,Kwabeng,Kwabeng,Kwabeng Health Centre,Kwabeng (Atiwa) Health Centre,Health Centre,Government,6.321451,-0.59327,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Otwereso,Otwereso,Kwabodi No. 1,Kwaboadi N01,Kwaboadi No. 2 CHPS,Community Health Planning Services (CHPS) Compound,Government,6.018571,-1.212173,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Kofi Pare,Kofi Pare,Kwaboanta,Kwaboanta,Kwaboanta CHPS,Community Health Planning Services (CHPS) Compound,Government,5.917919,-0.563174,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Kofi Pare,Kofi Pare,Kwaboanta,Kwaboanta Chps Compound,Kwaboanta CHPS,Community Health Planning Services (CHPS) Compound,Government,5.918118,-0.563198,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim South,Aburi,,Aburi,Kwadwo Boateng House,,,,5.844137,-0.179167,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Nkawkaw North,Forifori,Nkawkaw (Abesim),Kwadwo Ofosu (Marshall),Fosu CHPS,Community Health Planning Services (CHPS) Compound,Government,6.555776,-0.773619,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Otumi,Asuom,Kwae,Kwae Chips Compound,Kwaebibirem Beposo CHPS,Community Health Planning Services (CHPS) Compound,Government,6.242414,-0.969605,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Donkorkrom North,Donkorkrom South,Kwaekese,Kwaekese Chip Compound,Kwaekese CHPS,Community Health Planning Services (CHPS) Compound,Government,7.057573,-0.116259,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Kibi,Atibie,Kwahi Government Hospital,Kibi Government Hospital,Municipal Hospital,Government,6.580932,-0.735322,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Kwahu Amanfrom,Amanfrom,Kwahu Amanfrom,Kwahu Amanfrom Chps Compound,Amanfrom (East Akim) CHPS,Community Health Planning Services (CHPS) Compound,Government,6.614376,-0.354326,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Aweregya,Kwahu Amanfrom,Kwahu Oda,Kwahu Daa Chps,Kwahu Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.580411,-0.90656,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Asakraka (Kwahu South),Kwahu Amanfrom,Oframase,Kwahu East District Assembly Chip Compound,Kwahu Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.59905,-0.554524,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Kibi,Atibie,Kwahu Government  Hospital,Kibi Government Hospital,Municipal Hospital,Government,6.581904,-0.734951,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Kibi,Atibie,Kwahu Government Hospital,Kibi Government Hospital,Municipal Hospital,Government,6.581654,-0.734411,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Kibi,Atibie,Kwahu Government Hospitsl,Kibi Government Hospital,Municipal Hospital,Government,6.581785,-0.734186,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Jejeti,Kwahu Amanfrom,Jejeti Station,Kwahu Jejeti Health Centre,Kwahu Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.469231,-0.668998,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Kwahu Tafo,Kwahu Tafo,Nteso,Kwahu Nteso Chips Compound,Nteso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.639035,-0.643165,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Kwahu Praso,Kwahu Amanfrom,Kwahu Praso No. 2,Kwahu Praso Health Centre,Kwahu Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.630123,-0.915061,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Nkawkaw Central,Kwahu Amanfrom,Nkawkaw (Ekoso),Kwahu Westhealth Directories House,Kwahu Amanfrom CHPS,Community Health Planning Services (CHPS) Compound,Government,6.546353,-0.788356,19323,Eastern,Eastern,"05",37.5
Eastern,Suhum Municipal,Suhum,,Kwahyia,Kwahyia Chps Compound,,,,6.037027,-0.392056,19323,Eastern,Eastern,"05",37.5
Eastern,Denkyembuor,GCD,,Anweaso,Kwaku Anima,,,,5.994104,-0.858526,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Kwakyekrom,,Kwakyekrom,Kwakyekrom EpiCentre,,,,5.854209,-0.302632,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Takyiman,Takyiman,Kwamang,Kwamang Chps Centre,Akim Kwamang CHPS,Community Health Planning Services (CHPS) Compound,Government,6.201647,-0.715391,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Danteng,Forifori,Asona,Kwame Ameyaw,Kwame Dwamena CHPS,Community Health Planning Services (CHPS) Compound,Government,6.598442,-0.837538,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu East,Abetifi,Forifori,Abetifi,Kwame Badu,Kwame Dwamena CHPS,Community Health Planning Services (CHPS) Compound,Government,6.6718,-0.748311,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Forifori,Forifori,Kwame Dwamena Krom,Kwame Dwamena Chps,Kwame Dwamena CHPS,Community Health Planning Services (CHPS) Compound,Government,6.741064,-0.311783,19323,Eastern,Eastern,"05",37.5
Eastern,Asene Manso,Attiankama Nkwanta,,Asuboa,Kwame Maanu,,,,5.888322,-0.871991,19323,Eastern,Eastern,"05",37.5
Eastern,Akyemansa,Abenase,,Kofi Nimo,Kwamena Tua'S House,,,,6.050262,-1.09598,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Abiriw,Adawso,Kwamoso,Kwamoso Chips Compound,Kwamoso CHPS,Community Health Planning Services (CHPS) Compound,Government,5.959807,-0.142132,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,New Abirem,Kukurantumi,Kwasi Bosompem'S House,I & I Clinic,Clinic,Private,6.209185,-0.370078,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Adeiso,Adeiso,Kwasi Nyarko,Kwasi Nyarko Health Centre,Kwesi Nyarko CHPS,Community Health Planning Services (CHPS) Compound,Government,5.807805,-0.431294,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Tease,Kibi,Kwasikuma,Kwasikuma Chps Compound,Asikam CHPS,Community Health Planning Services (CHPS) Compound,Government,6.970511,-0.163375,19323,Eastern,Eastern,"05",37.5
Eastern,Nsawam Adoagyiri Municipal,Panpanso,,Akwamu No. 1 (Dadekwabena),Kwesi Sevor,,,,5.833632,-0.372141,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,Kibi,Atibie,Kwshu Government Hospital,Kibi Government Hospital,Municipal Hospital,Government,6.58022,-0.7348,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Nkyenenkyene,Ekye,Pitiku,Kyenekyene Health Centre,Ekye Health Centre,Health Centre,Government,6.7032,-0.551721,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,Akoase,Akoase,Kyenkyenku,Kyenkyenku Chip Centre And Nurses Quarters,Kyenkyenku CHPS,Community Health Planning Services (CHPS) Compound,Government,6.497164,-0.92421,19323,Eastern,Eastern,"05",37.5
Eastern,Asene Manso,Eshiem,Eshiem,Akim Akyeremase,Kyeremase EpiCentre,Kyeremase CHPS,Community Health Planning Services (CHPS) Compound,Government,5.737103,-0.713252,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Nkurakan,,Korantenya(Labolabo),Labolabo Health Centre,,,,6.123514,-0.164075,19323,Eastern,Eastern,"05",37.5
Eastern,Okere,Okrakwadjo,Okrakwadjo,Larkpah,Lakpa Chps Compound,Lakpa CHPS,Community Health Planning Services (CHPS) Compound,Government,6.089137,-0.173531,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Marfo,,Kraboakese,Larbi Mercy,,,,5.87814,-0.431628,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa West,Akropong (Atiwa West),Akropong,Larbikrom,Larbikrom Chip Compound,Larbikrom  CHPS,Community Health Planning Services (CHPS) Compound,Government,6.171566,-0.624142,19323,Eastern,Eastern,"05",37.5
Eastern,Upper West Akim,Blue Diamond,,Owurakesem,Lardi Mahamadu,,,,5.816927,-0.657472,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Larteh,Larteh,Larteh,Larteh Health Centre,Bentum-Larteh Junction CHPS,Community Health Planning Services (CHPS) Compound,Government,5.935611,-0.072942,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Atimpoku,,Pupuni,Last Result Homeopathic & Alternative Clinic,,,,6.263928,0.036487,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Laundry,,,,6.263611,0.05746,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,,New Tafo,Laundry,,,,6.230726,-0.365554,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,,Koforidua (Anlo Town),"Laundry Room, Central Hospital",,,,6.096355,-0.257745,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Somanya East,,Akuse,Lawson Azalekor,,,,6.095321,0.126442,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Anum Apapam,,Anum Apapam,Light Of Christ Prayer Ministry,,,,5.993135,-0.577736,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Pabi,,Pabi,Linda Esaah Appiah,,,,5.960868,-0.606174,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mangoase,Tinkong,Tinkong Apaw,Live Now Clinic,Live Now Clinic,Clinic,Private,5.981885,-0.23211,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mangoase,Tinkong,Tinkong Apaw,Live Now Mortuary,Live Now Clinic,Clinic,Private,5.981923,-0.23189,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mangoase,New Abirem,Tinkong Apaw,Livenow Clinic,I & I Clinic,Clinic,Private,5.981314,-0.232388,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),New Abirem,Mampong,Liver Is Life,I & I Clinic,Clinic,Private,5.91603,-0.1439,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Cedikope Island,New Abirem,Livakope (Asiedikope),Liverkope Chps Zone,I & I Clinic,Clinic,Private,6.619848,-0.060045,19323,Eastern,Eastern,"05",37.5
Eastern,Fanteakwa North,Begoro North,Akropong (Eastern),Obooho,Local Council,Council Area CHPS,Community Health Planning Services (CHPS) Compound,Government,6.427247,-0.33837,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,,Koforidua (Anlo Town),Low Vision,,,,6.096724,-0.257462,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Tinkong,,Tinkong,Lucy Agblewornu,,,,5.990998,-0.237969,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu Afram Plains South,Mame Krobo,Mame Krobo,Maame Krobo,Maame Krobo Health Centre,Maame Krobo Health Centre,Health Centre,Government,6.950483,-0.432609,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben North,Oyoko (New Juaben North),Koforidua 1,Oyoko,Maame Soma,Oman Clinic,Clinic,Private,6.135883,-0.289025,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa South,Maase,Maase,Maase,Maase Clinic,Maase CHPS,Community Health Planning Services (CHPS) Compound,Government,6.205864,-0.410891,19323,Eastern,Eastern,"05",37.5
Eastern,West Akim Municipal,Asamankese,,Asamankese,Mabel Mireku,,,,5.854115,-0.677986,19323,Eastern,Eastern,"05",37.5
Eastern,Yilo Krobo Municipal,Somanya West,,New Somanya,Madam Edna Nyarko,,,,6.060265,-0.02238,19323,Eastern,Eastern,"05",37.5
Eastern,Kwaebibirem,Pramkese,,Twumusu (Cocoa Shed),Madam Gina Appiah,,,,6.149261,-0.72414,19323,Eastern,Eastern,"05",37.5
Eastern,Asene Manso,Attiankama Nkwanta,,Suponso,Madam Grace Ayorkor Okaine,,,,5.927041,-0.802704,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu West Municipal,Jejeti,Awenare,Nkawanda No 1,Madam Mawena,Awenare Health Centre,Health Centre,Government,6.491572,-0.68059,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu North,Abomasarefo,New Abirem,Mafi Kope,Mafi Chp Compound,I & I Clinic,Clinic,Private,7.169302,0.033689,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),New Abirem,Abotakyi,Main Hospital Block,I & I Clinic,Clinic,Private,5.920882,-0.133177,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,Bosuso,Koforidua (Anlo Town),Main Transformer,Maine CHPS,Community Health Planning Services (CHPS) Compound,Government,6.096562,-0.257297,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Maintenance Room,,,,6.268377,0.047008,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),New Abirem,Abotakyi,Maintenance Unit,I & I Clinic,Clinic,Private,5.920144,-0.132563,19323,Eastern,Eastern,"05",37.5
Eastern,Kwahu South,Mpraeso,,Bepong,Makoo Power Scientific Herbal Clinic,,,,6.594839,-0.725388,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Male Medical Ward,,,,6.263556,0.057984,19323,Eastern,Eastern,"05",37.5
Eastern,New Juaben South Municipal,Koforidua 1,Medical VIllage,Koforidua (Anlo Town),Male Medical Wards,Medical Village RCH Clinic,Reproductive & Child Health (RCH),Government,6.097262,-0.257411,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,,Akosombo,Male Surgical,,,,6.268361,0.047004,19323,Eastern,Eastern,"05",37.5
Eastern,Abuakwa North,Tafo,,New Tafo,Male Ward,,,,6.231208,-0.365635,19323,Eastern,Eastern,"05",37.5
Eastern,Lower Manya Krobo,Somanya West,,Atua,Male Ward/ Covid-19 Treatment Centre,,,,6.119794,-0.00829,19323,Eastern,Eastern,"05",37.5
Eastern,Ayensuano,Coaltar,,Ntowkrom,Mama Abena,,,,5.88765,-0.484177,19323,Eastern,Eastern,"05",37.5
Eastern,Birim North,New Abirem,New Abirem,Mamanso,Mamanso Chps Compound,Mamanso CHPS,Community Health Planning Services (CHPS) Compound,Government,6.328713,-0.995075,19323,Eastern,Eastern,"05",37.5
Eastern,Atiwa East,Anyinam (Atiwa East),,Akim Mampon,Mampong Health Centre,,,,6.385005,-0.529467,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mampong (Akwapim),Mampong,Abotakyi,Mampong Urban Chps,Mampong Urban CHPS,Community Health Planning Services (CHPS) Compound,Government,5.919024,-0.134062,19323,Eastern,Eastern,"05",37.5
Eastern,Asuogyaman,Akosombo,Akwamufie Apeguso,Mangoase,Mangoase Chps Compound,Mangoase (Asuogyaman) CHPS,Community Health Planning Services (CHPS) Compound,Government,6.267178,0.076039,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mangoase,Tafo,New Mangoase,Mangoase Health Centre,Mangoase CHPS,Community Health Planning Services (CHPS) Compound,Government,5.952603,-0.285009,19323,Eastern,Eastern,"05",37.5
Eastern,Akwapim North Municipal,Mangoase,Tafo,New Mangoase,Mangoase Health Centre Opd,Mangoase CHPS,Community Health Planning Services (CHPS) Compound,Government,5.952778,-0.285116,19323,Eastern,Eastern,"05",37.5
